id,wkt,osm_id
FLD00470,"POLYGON((57.669951 -20.454032, 57.669999 -20.454045, 57.670019 -20.454013, 57.670122 -20.453721, 57.670140 -20.453634, 57.670133 -20.453582, 57.670093 -20.453550, 57.669928 -20.453463, 57.669680 -20.453324, 57.669320 -20.453143, 57.668871 -20.452921, 57.668741 -20.452873, 57.668674 -20.452865, 57.668650 -20.452876, 57.668643 -20.452905, 57.668662 -20.453060, 57.668768 -20.453226, 57.668874 -20.453327, 57.669025 -20.453414, 57.669153 -20.453498, 57.669255 -20.453618, 57.669343 -20.453709, 57.669397 -20.453757, 57.669473 -20.453795, 57.669599 -20.453839, 57.669951 -20.454032))",547812599
FLD00471,"POLYGON((57.674008 -20.454878, 57.673910 -20.454865, 57.673801 -20.454837, 57.673745 -20.454799, 57.673733 -20.454740, 57.673759 -20.454633, 57.673792 -20.454570, 57.673884 -20.454459, 57.674411 -20.453806, 57.674973 -20.454154, 57.675182 -20.454260, 57.675292 -20.454292, 57.675512 -20.454336, 57.675693 -20.454356, 57.675917 -20.454356, 57.676152 -20.454355, 57.676535 -20.454336, 57.676694 -20.454325, 57.676729 -20.454328, 57.676796 -20.454477, 57.676827 -20.454542, 57.676891 -20.454545, 57.676923 -20.454480, 57.676931 -20.454417, 57.676912 -20.454336, 57.677087 -20.454369, 57.677167 -20.454399, 57.677248 -20.454463, 57.677356 -20.454550, 57.677528 -20.454693, 57.677619 -20.454770, 57.677627 -20.454800, 57.677591 -20.454820, 57.677183 -20.454925, 57.676983 -20.454994, 57.676847 -20.455000, 57.676725 -20.454981, 57.676486 -20.454941, 57.676198 -20.454903, 57.676042 -20.454887, 57.675928 -20.454898, 57.675704 -20.454906, 57.675421 -20.454902, 57.675046 -20.454906, 57.674710 -20.454901, 57.674008 -20.454878))",547812600
FLD00472,"POLYGON((57.674332 -20.453762, 57.674341 -20.453797, 57.673907 -20.454343, 57.673867 -20.454363, 57.673809 -20.454338, 57.673694 -20.454265, 57.672438 -20.453459, 57.670667 -20.452333, 57.670655 -20.452303, 57.670662 -20.452252, 57.670696 -20.452078, 57.670715 -20.451955, 57.670716 -20.451867, 57.670734 -20.451794, 57.670780 -20.451711, 57.670860 -20.451679, 57.670952 -20.451684, 57.671095 -20.451764, 57.674332 -20.453762))",547812601
FLD00473,"POLYGON((57.673750 -20.454368, 57.673809 -20.454411, 57.673826 -20.454453, 57.673772 -20.454521, 57.673680 -20.454641, 57.673612 -20.454749, 57.673507 -20.454752, 57.673357 -20.454749, 57.673224 -20.454743, 57.673042 -20.454712, 57.672967 -20.454678, 57.672919 -20.454633, 57.672884 -20.454545, 57.672850 -20.454458, 57.672743 -20.454334, 57.672679 -20.454297, 57.672457 -20.454233, 57.672331 -20.454189, 57.672176 -20.454132, 57.672062 -20.454079, 57.671945 -20.454044, 57.671839 -20.454030, 57.671757 -20.453991, 57.671697 -20.453926, 57.671678 -20.453825, 57.671649 -20.453722, 57.671622 -20.453634, 57.671524 -20.453506, 57.671455 -20.453435, 57.671370 -20.453345, 57.671293 -20.453312, 57.671131 -20.453298, 57.671042 -20.453292, 57.670876 -20.453251, 57.670692 -20.453194, 57.670456 -20.453114, 57.670412 -20.453089, 57.670417 -20.453061, 57.670619 -20.452413, 57.670640 -20.452394, 57.670688 -20.452409, 57.670834 -20.452499, 57.671146 -20.452710, 57.671682 -20.453053, 57.672571 -20.453598, 57.673270 -20.454042, 57.673609 -20.454259, 57.673750 -20.454368))",547812602
FLD00474,"POLYGON((57.670455 -20.453541, 57.670485 -20.453506, 57.670485 -20.453459, 57.670498 -20.453414, 57.670537 -20.453365, 57.670588 -20.453334, 57.670600 -20.453329, 57.670651 -20.453307, 57.670682 -20.453276, 57.670683 -20.453238, 57.670656 -20.453223, 57.670572 -20.453198, 57.670474 -20.453165, 57.670405 -20.453138, 57.670377 -20.453170, 57.670306 -20.453364, 57.670289 -20.453435, 57.670290 -20.453471, 57.670325 -20.453493, 57.670395 -20.453511, 57.670429 -20.453536, 57.670455 -20.453541))",547812603
FLD00475,"POLYGON((57.670252 -20.453516, 57.670278 -20.453508, 57.670328 -20.453528, 57.670400 -20.453550, 57.670415 -20.453577, 57.670344 -20.453600, 57.670278 -20.453663, 57.670227 -20.453741, 57.670219 -20.453839, 57.670254 -20.453893, 57.670336 -20.453917, 57.670420 -20.453939, 57.670486 -20.453977, 57.670503 -20.454006, 57.670494 -20.454034, 57.670470 -20.454060, 57.670487 -20.454088, 57.670521 -20.454104, 57.670550 -20.454095, 57.670577 -20.454084, 57.670616 -20.454127, 57.670643 -20.454187, 57.670652 -20.454235, 57.670694 -20.454266, 57.670747 -20.454307, 57.670805 -20.454314, 57.670839 -20.454297, 57.670849 -20.454265, 57.670855 -20.454217, 57.670864 -20.454171, 57.670887 -20.454127, 57.670934 -20.454113, 57.671001 -20.454120, 57.671048 -20.454144, 57.671084 -20.454152, 57.671152 -20.454096, 57.671210 -20.454062, 57.671293 -20.454062, 57.671370 -20.454078, 57.671425 -20.454108, 57.671478 -20.454152, 57.671577 -20.454211, 57.671615 -20.454232, 57.671679 -20.454290, 57.671733 -20.454331, 57.671753 -20.454377, 57.671784 -20.454421, 57.671820 -20.454463, 57.671872 -20.454492, 57.671901 -20.454548, 57.671958 -20.454589, 57.671968 -20.454595, 57.672016 -20.454627, 57.672105 -20.454661, 57.672184 -20.454701, 57.672259 -20.454720, 57.672328 -20.454746, 57.672377 -20.454779, 57.672358 -20.454814, 57.672359 -20.454862, 57.672420 -20.454889, 57.672485 -20.454921, 57.672532 -20.454941, 57.672587 -20.454943, 57.672630 -20.454972, 57.672674 -20.454996, 57.672681 -20.455033, 57.672343 -20.455350, 57.672338 -20.455387, 57.672346 -20.455413, 57.672379 -20.455464, 57.672404 -20.455504, 57.672397 -20.455538, 57.672095 -20.455807, 57.672036 -20.455838, 57.672007 -20.455835, 57.670130 -20.453962, 57.670125 -20.453922, 57.670136 -20.453878, 57.670252 -20.453516))",547812604
FLD00476,"POLYGON((57.670572 -20.454531, 57.670518 -20.454596, 57.670499 -20.454642, 57.670511 -20.454732, 57.670525 -20.454818, 57.670520 -20.454856, 57.670493 -20.454868, 57.670462 -20.454862, 57.670454 -20.454842, 57.670464 -20.454801, 57.670452 -20.454718, 57.670434 -20.454691, 57.670387 -20.454677, 57.670265 -20.454591, 57.670203 -20.454544, 57.670150 -20.454533, 57.670036 -20.454485, 57.669959 -20.454453, 57.669945 -20.454439, 57.670079 -20.454078, 57.670100 -20.454062, 57.670132 -20.454075, 57.670163 -20.454101, 57.670539 -20.454500, 57.670572 -20.454531))",547812605
FLD00477,"POLYGON((57.671658 -20.455572, 57.671633 -20.455604, 57.671571 -20.455637, 57.671504 -20.455669, 57.671471 -20.455719, 57.671410 -20.455715, 57.671185 -20.455688, 57.670988 -20.455666, 57.670893 -20.455654, 57.670755 -20.455617, 57.670615 -20.455568, 57.670530 -20.455501, 57.670433 -20.455382, 57.670386 -20.455305, 57.670369 -20.455264, 57.670381 -20.455185, 57.670414 -20.455119, 57.670494 -20.455031, 57.670539 -20.454975, 57.670569 -20.454911, 57.670577 -20.454853, 57.670560 -20.454786, 57.670548 -20.454708, 57.670553 -20.454659, 57.670572 -20.454608, 57.670592 -20.454580, 57.670613 -20.454565, 57.670647 -20.454587, 57.671455 -20.455385, 57.671658 -20.455572))",547812606
FLD00478,"POLYGON((57.671836 -20.455790, 57.671856 -20.455765, 57.671832 -20.455725, 57.671767 -20.455661, 57.671699 -20.455631, 57.671670 -20.455645, 57.671635 -20.455687, 57.671613 -20.455709, 57.671571 -20.455751, 57.671553 -20.455797, 57.671574 -20.455827, 57.671627 -20.455852, 57.671692 -20.455865, 57.671748 -20.455849, 57.671791 -20.455810, 57.671811 -20.455801, 57.671836 -20.455790))",547812607
FLD00479,"POLYGON((57.677022 -20.456284, 57.676978 -20.456327, 57.676918 -20.456302, 57.676731 -20.456244, 57.675751 -20.456014, 57.674619 -20.455769, 57.673545 -20.455529, 57.673349 -20.455492, 57.673231 -20.455464, 57.673196 -20.455431, 57.673200 -20.455386, 57.673235 -20.455330, 57.673290 -20.455244, 57.673282 -20.455132, 57.673250 -20.455070, 57.673238 -20.455025, 57.673229 -20.454973, 57.673249 -20.454912, 57.673331 -20.454869, 57.673411 -20.454863, 57.673519 -20.454874, 57.673574 -20.454886, 57.673769 -20.454954, 57.673951 -20.455019, 57.674054 -20.455024, 57.674480 -20.455014, 57.674705 -20.455024, 57.675011 -20.455040, 57.675342 -20.455036, 57.675605 -20.455020, 57.676222 -20.455014, 57.676533 -20.455051, 57.676696 -20.455124, 57.676806 -20.455226, 57.676920 -20.455332, 57.677041 -20.455418, 57.677198 -20.455480, 57.677326 -20.455523, 57.677480 -20.455535, 57.677562 -20.455520, 57.677630 -20.455530, 57.677627 -20.455557, 57.677541 -20.455686, 57.677426 -20.455803, 57.677266 -20.455940, 57.677171 -20.456040, 57.677128 -20.456152, 57.677080 -20.456239, 57.677022 -20.456284))",547812608
FLD00480,"POLYGON((57.676847 -20.456339, 57.676883 -20.456359, 57.676891 -20.456387, 57.676859 -20.456440, 57.676714 -20.456584, 57.676541 -20.456798, 57.676486 -20.456882, 57.676448 -20.456958, 57.676432 -20.457032, 57.676432 -20.457068, 57.676412 -20.457082, 57.676336 -20.457066, 57.674104 -20.456498, 57.672530 -20.456117, 57.672499 -20.456103, 57.672511 -20.456073, 57.672606 -20.455887, 57.672716 -20.455784, 57.672904 -20.455651, 57.673098 -20.455523, 57.673212 -20.455509, 57.673330 -20.455525, 57.676762 -20.456304, 57.676847 -20.456339))",547812609
FLD00481,"POLYGON((57.675479 -20.457385, 57.675441 -20.457404, 57.675417 -20.457499, 57.675453 -20.457512, 57.675538 -20.457484, 57.675640 -20.457479, 57.675815 -20.457478, 57.675958 -20.457510, 57.676106 -20.457515, 57.676277 -20.457497, 57.676381 -20.457513, 57.676471 -20.457563, 57.676538 -20.457620, 57.676675 -20.457737, 57.676802 -20.457837, 57.676887 -20.457869, 57.676965 -20.457885, 57.677006 -20.457881, 57.677022 -20.457841, 57.676517 -20.457404, 57.676420 -20.457226, 57.676416 -20.457142, 57.676054 -20.457047, 57.675962 -20.457039, 57.675917 -20.457067, 57.675779 -20.457201, 57.675650 -20.457303, 57.675535 -20.457367, 57.675479 -20.457385))",547812610
FLD00482,"POLYGON((57.672536 -20.456180, 57.672491 -20.456179, 57.672453 -20.456199, 57.672464 -20.456243, 57.672601 -20.456457, 57.672671 -20.456589, 57.672730 -20.456665, 57.672813 -20.456734, 57.672904 -20.456807, 57.672982 -20.456887, 57.673002 -20.456941, 57.673024 -20.457003, 57.673046 -20.457066, 57.673077 -20.457131, 57.673080 -20.457225, 57.673039 -20.457347, 57.673038 -20.457438, 57.673106 -20.457487, 57.673220 -20.457484, 57.673299 -20.457478, 57.673428 -20.457474, 57.673544 -20.457471, 57.673655 -20.457487, 57.673751 -20.457507, 57.673797 -20.457541, 57.673903 -20.457572, 57.673990 -20.457576, 57.674093 -20.457553, 57.674159 -20.457489, 57.674246 -20.457422, 57.674331 -20.457328, 57.674496 -20.457265, 57.674687 -20.457235, 57.674867 -20.457226, 57.675055 -20.457272, 57.675268 -20.457323, 57.675410 -20.457332, 57.675538 -20.457297, 57.675642 -20.457243, 57.675781 -20.457141, 57.675826 -20.457076, 57.675864 -20.457020, 57.675842 -20.456992, 57.674769 -20.456716, 57.674022 -20.456542, 57.672536 -20.456180))",547812611
FLD00485,"POLYGON((57.683807 -20.457189, 57.683803 -20.457254, 57.683743 -20.457296, 57.683645 -20.457302, 57.683546 -20.457335, 57.683391 -20.457382, 57.683126 -20.457439, 57.683020 -20.457444, 57.682978 -20.457431, 57.682943 -20.457358, 57.682721 -20.456400, 57.682504 -20.455344, 57.682521 -20.455304, 57.682595 -20.455284, 57.682756 -20.455251, 57.683433 -20.455236, 57.683446 -20.455332, 57.683717 -20.456778, 57.683807 -20.457189))",548054220
FLD00486,"POLYGON((57.683010 -20.457884, 57.683036 -20.457968, 57.683031 -20.458019, 57.682934 -20.458024, 57.682835 -20.457999, 57.682723 -20.458019, 57.682654 -20.458054, 57.682572 -20.458068, 57.682521 -20.458060, 57.682361 -20.458018, 57.682249 -20.457963, 57.682206 -20.457929, 57.682006 -20.456797, 57.681750 -20.455338, 57.681853 -20.455039, 57.681892 -20.455032, 57.682305 -20.455206, 57.682402 -20.455215, 57.682443 -20.455328, 57.682690 -20.456485, 57.683010 -20.457884))",548054222
FLD00487,"POLYGON((57.681351 -20.460393, 57.681302 -20.460487, 57.681256 -20.460518, 57.681176 -20.460482, 57.680836 -20.460267, 57.680662 -20.460197, 57.680626 -20.460183, 57.680949 -20.459298, 57.681044 -20.459057, 57.681418 -20.458139, 57.681500 -20.457990, 57.681780 -20.458046, 57.682019 -20.458150, 57.682150 -20.458172, 57.682458 -20.458262, 57.682418 -20.458347, 57.682207 -20.458705, 57.681924 -20.459224, 57.681581 -20.459923, 57.681351 -20.460393))",548054224
FLD00488,"POLYGON((57.682121 -20.457817, 57.682128 -20.457866, 57.682114 -20.457902, 57.682068 -20.457909, 57.682011 -20.457897, 57.681451 -20.457673, 57.681259 -20.457591, 57.681130 -20.457541, 57.680979 -20.457518, 57.680866 -20.457535, 57.680768 -20.457539, 57.680749 -20.457514, 57.681043 -20.456838, 57.681456 -20.455990, 57.681661 -20.455509, 57.681685 -20.455484, 57.681712 -20.455487, 57.681731 -20.455511, 57.681943 -20.456708, 57.682121 -20.457817))",548054225
FLD00489,"POLYGON((57.680116 -20.457891, 57.679955 -20.457924, 57.679792 -20.457941, 57.679628 -20.457906, 57.679491 -20.457848, 57.679451 -20.457803, 57.679462 -20.457766, 57.679808 -20.457082, 57.679864 -20.457002, 57.679985 -20.456838, 57.680076 -20.456697, 57.680208 -20.456512, 57.680344 -20.456366, 57.680411 -20.456310, 57.680449 -20.456260, 57.680470 -20.456217, 57.680470 -20.456172, 57.680473 -20.456129, 57.680516 -20.456069, 57.680570 -20.456069, 57.680664 -20.456124, 57.681165 -20.456406, 57.681157 -20.456476, 57.680704 -20.457476, 57.680669 -20.457529, 57.680588 -20.457567, 57.680478 -20.457642, 57.680379 -20.457733, 57.680309 -20.457816, 57.680178 -20.457881, 57.680116 -20.457891))",548054226
FLD00491,"POLYGON((57.680633 -20.460107, 57.680621 -20.460145, 57.680600 -20.460158, 57.680561 -20.460158, 57.680252 -20.460047, 57.680058 -20.459993, 57.679624 -20.459878, 57.679587 -20.459850, 57.679605 -20.459802, 57.680009 -20.458910, 57.680060 -20.458772, 57.680083 -20.458724, 57.680142 -20.458707, 57.680178 -20.458703, 57.680213 -20.458732, 57.680216 -20.458767, 57.680216 -20.458825, 57.680233 -20.458881, 57.680259 -20.458918, 57.680304 -20.458947, 57.680354 -20.458948, 57.680407 -20.458915, 57.680456 -20.458842, 57.680473 -20.458782, 57.680465 -20.458732, 57.680436 -20.458680, 57.680402 -20.458612, 57.680382 -20.458529, 57.680401 -20.458487, 57.680445 -20.458453, 57.680509 -20.458447, 57.680594 -20.458504, 57.680666 -20.458498, 57.680741 -20.458483, 57.680787 -20.458455, 57.680826 -20.458468, 57.680869 -20.458503, 57.680965 -20.458523, 57.681038 -20.458506, 57.681091 -20.458453, 57.681129 -20.458401, 57.681166 -20.458376, 57.681205 -20.458367, 57.681223 -20.458325, 57.681200 -20.458286, 57.681185 -20.458258, 57.681185 -20.458218, 57.681224 -20.458190, 57.681264 -20.458140, 57.681248 -20.458092, 57.681194 -20.458060, 57.681141 -20.458048, 57.681066 -20.458062, 57.680987 -20.458088, 57.680929 -20.458129, 57.680889 -20.458160, 57.680862 -20.458176, 57.680830 -20.458165, 57.680794 -20.458141, 57.680726 -20.458127, 57.680677 -20.458111, 57.680664 -20.458087, 57.680654 -20.458064, 57.680629 -20.458034, 57.680629 -20.457998, 57.680651 -20.457964, 57.680677 -20.457939, 57.680718 -20.457930, 57.680809 -20.457901, 57.680895 -20.457959, 57.681007 -20.457940, 57.681058 -20.457851, 57.681128 -20.457818, 57.681179 -20.457860, 57.681244 -20.457898, 57.681353 -20.457906, 57.681397 -20.457970, 57.681437 -20.458031, 57.681398 -20.458130, 57.680980 -20.459148, 57.680633 -20.460107))",548054228
FLD00492,"POLYGON((57.677600 -20.458580, 57.677520 -20.458532, 57.677492 -20.458464, 57.677524 -20.458420, 57.677582 -20.458398, 57.677666 -20.458376, 57.677748 -20.458350, 57.677807 -20.458312, 57.677840 -20.458266, 57.677850 -20.458222, 57.677850 -20.458179, 57.677878 -20.458147, 57.677938 -20.458113, 57.678004 -20.458053, 57.678025 -20.457988, 57.678112 -20.457966, 57.678287 -20.457920, 57.678444 -20.457881, 57.678621 -20.457852, 57.678786 -20.457845, 57.679073 -20.457886, 57.679271 -20.457960, 57.679243 -20.458051, 57.678821 -20.458954, 57.678755 -20.459062, 57.678688 -20.459148, 57.678637 -20.459200, 57.678566 -20.459209, 57.678508 -20.459198, 57.677600 -20.458580))",548054229
FLD00493,"POLYGON((57.680348 -20.458102, 57.680261 -20.458149, 57.680233 -20.458190, 57.680249 -20.458276, 57.680288 -20.458320, 57.680301 -20.458374, 57.680293 -20.458430, 57.680240 -20.458475, 57.680191 -20.458511, 57.680040 -20.458581, 57.679982 -20.458626, 57.679989 -20.458699, 57.680005 -20.458753, 57.680013 -20.458797, 57.680008 -20.458842, 57.679585 -20.459765, 57.679519 -20.459810, 57.679459 -20.459796, 57.679219 -20.459704, 57.679089 -20.459601, 57.679011 -20.459506, 57.678894 -20.459453, 57.678838 -20.459433, 57.678811 -20.459418, 57.678731 -20.459342, 57.678697 -20.459301, 57.678688 -20.459238, 57.678770 -20.459102, 57.679313 -20.457976, 57.679411 -20.458049, 57.679530 -20.458094, 57.679717 -20.458119, 57.680038 -20.458104, 57.680190 -20.458098, 57.680348 -20.458102))",548054230
FLD00494,"POLYGON((57.679698 -20.457206, 57.679711 -20.457165, 57.679693 -20.457122, 57.679624 -20.457083, 57.679135 -20.456871, 57.679013 -20.456842, 57.678935 -20.456872, 57.678883 -20.456906, 57.678826 -20.456965, 57.678258 -20.457694, 57.678259 -20.457722, 57.678343 -20.457720, 57.678486 -20.457696, 57.678681 -20.457684, 57.678735 -20.457670, 57.678978 -20.457685, 57.679109 -20.457708, 57.679277 -20.457755, 57.679341 -20.457768, 57.679388 -20.457739, 57.679457 -20.457646, 57.679698 -20.457206))",548054231
FLD00495,"POLYGON((57.677721 -20.458078, 57.677666 -20.458103, 57.677598 -20.458103, 57.677544 -20.458085, 57.677486 -20.458053, 57.677414 -20.458036, 57.677355 -20.458011, 57.677321 -20.457974, 57.677336 -20.457928, 57.677608 -20.457498, 57.677954 -20.456974, 57.678278 -20.456516, 57.678310 -20.456491, 57.678347 -20.456506, 57.678583 -20.456640, 57.678707 -20.456689, 57.678853 -20.456749, 57.678877 -20.456772, 57.678876 -20.456816, 57.678845 -20.456873, 57.678178 -20.457709, 57.678078 -20.457767, 57.677972 -20.457837, 57.677894 -20.457905, 57.677828 -20.457987, 57.677765 -20.458054, 57.677721 -20.458078))",548054232
FLD00496,"POLYGON((57.677347 -20.457777, 57.677315 -20.457832, 57.677273 -20.457871, 57.677226 -20.457865, 57.677169 -20.457817, 57.676584 -20.457293, 57.676550 -20.457190, 57.676553 -20.457069, 57.676580 -20.456965, 57.676608 -20.456899, 57.676704 -20.456787, 57.676776 -20.456700, 57.676900 -20.456586, 57.677039 -20.456456, 57.677140 -20.456339, 57.677209 -20.456240, 57.677254 -20.456148, 57.677305 -20.456075, 57.677437 -20.455945, 57.677504 -20.455879, 57.677567 -20.455881, 57.677725 -20.455949, 57.677851 -20.456033, 57.677940 -20.456133, 57.678046 -20.456246, 57.678137 -20.456317, 57.678217 -20.456382, 57.678232 -20.456429, 57.678231 -20.456463, 57.678181 -20.456548, 57.677347 -20.457777))",548054233
FLD00497,"POLYGON((57.662313 -20.450173, 57.662581 -20.449565, 57.662848 -20.448988, 57.662914 -20.448971, 57.662959 -20.448961, 57.663114 -20.449063, 57.663142 -20.449099, 57.663154 -20.449120, 57.663123 -20.449158, 57.663094 -20.449201, 57.663055 -20.449265, 57.663039 -20.449412, 57.663012 -20.449502, 57.663008 -20.449543, 57.663008 -20.449613, 57.662984 -20.449625, 57.662940 -20.449602, 57.662913 -20.449590, 57.662890 -20.449628, 57.662865 -20.449671, 57.662875 -20.449707, 57.662897 -20.449733, 57.662927 -20.449751, 57.662964 -20.449720, 57.663020 -20.449703, 57.663071 -20.449716, 57.663100 -20.449740, 57.663128 -20.449762, 57.663137 -20.449804, 57.663134 -20.449856, 57.663147 -20.449920, 57.663196 -20.449961, 57.663225 -20.449999, 57.662830 -20.450065, 57.662709 -20.450113, 57.662615 -20.450113, 57.662529 -20.450121, 57.662368 -20.450162, 57.662313 -20.450173))",560395513
FLD00498,"POLYGON((57.661869 -20.450354, 57.661773 -20.450371, 57.661719 -20.450334, 57.661510 -20.450114, 57.661406 -20.450016, 57.661372 -20.449956, 57.661391 -20.449886, 57.661667 -20.449437, 57.661943 -20.449007, 57.662141 -20.448670, 57.662164 -20.448571, 57.662183 -20.448533, 57.662250 -20.448531, 57.662356 -20.448586, 57.662573 -20.448708, 57.662852 -20.448882, 57.662839 -20.448957, 57.662254 -20.450198, 57.662206 -20.450239, 57.661869 -20.450354))",560395514
FLD00499,"POLYGON((57.661330 -20.449896, 57.661293 -20.449927, 57.661245 -20.449903, 57.660606 -20.449353, 57.660323 -20.449125, 57.660238 -20.449060, 57.660269 -20.449019, 57.660398 -20.448919, 57.660489 -20.448952, 57.660606 -20.448992, 57.660676 -20.448994, 57.660784 -20.448956, 57.660888 -20.448918, 57.660998 -20.448877, 57.661060 -20.448828, 57.661223 -20.448638, 57.661323 -20.448576, 57.661499 -20.448525, 57.661722 -20.448521, 57.661948 -20.448571, 57.662082 -20.448586, 57.662104 -20.448605, 57.662080 -20.448689, 57.661330 -20.449896))",560395515
FLD00500,"POLYGON((57.665339 -20.450114, 57.665604 -20.450215, 57.665654 -20.450196, 57.666125 -20.449416, 57.665308 -20.448933, 57.665054 -20.449277, 57.665615 -20.449653, 57.665631 -20.449698, 57.665339 -20.450114))",560395516
FLD00501,"POLYGON((57.665712 -20.450240, 57.665936 -20.449852, 57.666153 -20.449494, 57.666173 -20.449475, 57.666221 -20.449477, 57.666489 -20.449642, 57.666209 -20.450400, 57.666188 -20.450429, 57.665712 -20.450240))",560395517
FLD00502,"POLYGON((57.683112 -20.451080, 57.683040 -20.451098, 57.682988 -20.451074, 57.682595 -20.450807, 57.682532 -20.450704, 57.682504 -20.450567, 57.682514 -20.450486, 57.682619 -20.450217, 57.683200 -20.449433, 57.684472 -20.447697, 57.684508 -20.447685, 57.684557 -20.447702, 57.685046 -20.448049, 57.685189 -20.448131, 57.685268 -20.448194, 57.685261 -20.448258, 57.683112 -20.451080))",560519381
FLD00503,"POLYGON((57.683830 -20.451493, 57.683771 -20.451520, 57.683724 -20.451495, 57.683138 -20.451160, 57.683106 -20.451121, 57.685296 -20.448256, 57.685347 -20.448251, 57.685544 -20.448373, 57.685737 -20.448478, 57.685926 -20.448511, 57.686037 -20.448505, 57.686055 -20.448536, 57.686006 -20.448625, 57.684830 -20.450168, 57.683830 -20.451493))",560519382
FLD00504,"POLYGON((57.683867 -20.451601, 57.683826 -20.451551, 57.683870 -20.451485, 57.684846 -20.450210, 57.686139 -20.448481, 57.687408 -20.448152, 57.687757 -20.448071, 57.687966 -20.448094, 57.687985 -20.448118, 57.687272 -20.449037, 57.684822 -20.452102, 57.684761 -20.452131, 57.684720 -20.452129, 57.683867 -20.451601))",560519383
FLD00505,"POLYGON((57.677548 -20.452811, 57.677950 -20.452237, 57.678009 -20.452186, 57.678071 -20.452189, 57.678307 -20.452338, 57.678358 -20.452699, 57.678390 -20.453162, 57.678406 -20.453397, 57.678396 -20.453442, 57.678333 -20.453450, 57.678216 -20.453379, 57.677932 -20.453148, 57.677633 -20.452879, 57.677548 -20.452811))",560519389
FLD00506,"POLYGON((57.677613 -20.452616, 57.677566 -20.452679, 57.677477 -20.452700, 57.677397 -20.452632, 57.677311 -20.452547, 57.677179 -20.452478, 57.677063 -20.452415, 57.676845 -20.452282, 57.676796 -20.452206, 57.676845 -20.452131, 57.677157 -20.451737, 57.677217 -20.451686, 57.677312 -20.451700, 57.677862 -20.452019, 57.677933 -20.452106, 57.677922 -20.452184, 57.677783 -20.452389, 57.677613 -20.452616))",560519390
FLD00507,"POLYGON((57.676210 -20.451901, 57.676125 -20.451847, 57.676081 -20.451784, 57.676159 -20.451757, 57.676342 -20.451696, 57.676482 -20.451597, 57.676586 -20.451466, 57.676644 -20.451355, 57.676706 -20.451326, 57.677077 -20.451551, 57.677128 -20.451656, 57.677106 -20.451742, 57.676986 -20.451879, 57.676839 -20.452063, 57.676727 -20.452183, 57.676662 -20.452179, 57.676210 -20.451901))",560519391
FLD00508,"POLYGON((57.677098 -20.452508, 57.677119 -20.452552, 57.677073 -20.452561, 57.677013 -20.452593, 57.676995 -20.452649, 57.676977 -20.452719, 57.676936 -20.452759, 57.676861 -20.452768, 57.676798 -20.452793, 57.676821 -20.452859, 57.676863 -20.452924, 57.676831 -20.452964, 57.676875 -20.452992, 57.676890 -20.453042, 57.676864 -20.453126, 57.676843 -20.453228, 57.676872 -20.453281, 57.676954 -20.453307, 57.677053 -20.453316, 57.677143 -20.453349, 57.677182 -20.453369, 57.677190 -20.453409, 57.677130 -20.453507, 57.676981 -20.453582, 57.676911 -20.453608, 57.676882 -20.453674, 57.676762 -20.453742, 57.676642 -20.453827, 57.676574 -20.453831, 57.676446 -20.453741, 57.675955 -20.453324, 57.675927 -20.453267, 57.675971 -20.453222, 57.676074 -20.453152, 57.676388 -20.452796, 57.676690 -20.452361, 57.676738 -20.452320, 57.676797 -20.452321, 57.677098 -20.452508))",560519394
FLD00509,"POLYGON((57.675311 -20.452763, 57.675303 -20.452725, 57.675345 -20.452679, 57.675448 -20.452622, 57.675535 -20.452464, 57.675590 -20.452337, 57.675958 -20.451868, 57.675991 -20.451846, 57.676076 -20.451872, 57.676659 -20.452239, 57.676674 -20.452287, 57.676640 -20.452345, 57.676329 -20.452764, 57.676147 -20.453018, 57.676054 -20.453104, 57.675951 -20.453175, 57.675862 -20.453207, 57.675755 -20.453159, 57.675476 -20.452909, 57.675311 -20.452763))",560519395
FLD00510,"POLYGON((57.676962 -20.454275, 57.676797 -20.454251, 57.676635 -20.454255, 57.676340 -20.454270, 57.676033 -20.454282, 57.675783 -20.454287, 57.675556 -20.454265, 57.675280 -20.454207, 57.675007 -20.454094, 57.674804 -20.453979, 57.674685 -20.453900, 57.674572 -20.453672, 57.674654 -20.453543, 57.675225 -20.452820, 57.675259 -20.452800, 57.675322 -20.452845, 57.676023 -20.453462, 57.676293 -20.453674, 57.676715 -20.454019, 57.676994 -20.454233, 57.676997 -20.454267, 57.676962 -20.454275))",560519396
FLD00511,"POLYGON((57.678091 -20.454066, 57.677536 -20.453298, 57.677421 -20.453351, 57.677385 -20.453336, 57.677332 -20.453261, 57.677282 -20.453190, 57.677305 -20.453102, 57.677371 -20.453023, 57.677446 -20.452934, 57.677470 -20.452883, 57.677512 -20.452875, 57.677607 -20.452934, 57.677761 -20.453080, 57.677893 -20.453215, 57.678012 -20.453334, 57.678078 -20.453438, 57.678166 -20.453506, 57.678279 -20.453549, 57.678378 -20.453566, 57.678432 -20.453576, 57.678435 -20.453645, 57.678413 -20.453874, 57.678368 -20.453941, 57.678279 -20.453995, 57.678169 -20.454041, 57.678091 -20.454066))",560519397
